,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,3PA,PPG,RPG,TRB%,APG,SPG,BPG,TOPG
956,Jaylen Brown,Bos,F-G,23.97,17,39.5,82.4,23.7,11.5,63,0.841,168,120,21.8,7.5,10.6,2.3,1.53,0.53,2.41
957,Sterling Brown,Mil,G-F,25.67,1,3.6,7.5,12,0,0,0,0,1,0,1,14.9,0,0,0,0
958,Trey Burke,Dal,G,27.91,6,26.1,54.3,19.1,8.6,10,0.6,42,17,12.3,3.2,6.6,2,1.33,0.33,1
959,Alec Burks,Phi,G,29.23,4,23.7,49.4,25.7,5.4,9,0.778,33,16,10.5,3.8,8.5,1.8,0.25,0.75,0.75
960,Deonte Burton,Okc,G-F,26.7,1,2.1,4.4,0,,0,0,0,0,0,0,0,0,0,0,0
961,Jimmy Butler,Mia,F,31.08,21,38.4,80,24.6,13.5,191,0.859,252,43,22.2,6.5,9.7,6,1.95,0.67,2.81
962,Bruno Caboclo,Hou,F,25.06,2,3.3,6.9,13.6,0,0,0,1,1,1,1.5,25.3,0,0.5,0,0
963,Kentavious Caldwell-Pope,Lal,G,27.65,21,29,60.3,15.5,6.9,27,0.815,70,119,10.7,2.1,4.3,1.3,1,0.19,0.71
964,DeMarre Carroll,Hou,F,34.21,2,2.9,6,15.5,0,0,0,2,0,1,1.5,28.8,0.5,0,0,0
965,Alex Caruso,Lal,G,26.62,21,24.3,50.6,13.4,19.7,30,0.8,52,61,6.5,2.3,5.6,2.8,1.1,0.57,1.48
966,Chris Chiozza,Bro,G,24.89,4,16.2,33.6,18.3,10.4,4,0.5,8,16,5.8,1.5,4.7,4.3,1.25,0,0.75
967,Gary Clark,Orl,F,25.9,5,28.7,59.8,11.1,5.4,5,0.8,1,32,7.4,5.6,10,1.4,1,0.4,0.4
968,Jordan Clarkson,Uta,G,28.35,7,28.6,59.6,25.3,6.5,10,1,48,49,16.7,3.4,7,2.1,0.86,0,1
969,Chris Clemons,Hou,G,23.22,2,4.1,8.5,32.1,0,2,0.5,0,5,3.5,1,13.6,0,0,0,0
970,Antonius Cleveland,Dal,G,26.7,2,4.6,9.5,23.6,0,0,0,5,0,2,0.5,6,0,0.5,0,0
971,Amir Coffey,Lac,G-F,23.32,3,2.3,4.8,24.6,0,2,1,2,1,0.7,0,0,1.3,0.33,0,0
972,Mike Conley,Uta,G,33,5,33,68.7,22.3,6.4,22,0.864,30,34,19.8,2.8,5,5.2,1.6,0.2,1
973,Pat Connaughton,Mil,G,27.76,10,17.1,35.6,10.3,12.2,2,1,12,23,4,3.9,12.2,1.1,0.2,0.2,0.5
974,Quinn Cook,Lal,G,27.56,6,4.1,8.4,20.5,8.7,1,1,6,4,2.2,0.2,2.4,0.8,0,0,0.17
975,Tyler Cook,Den,F,23.05,1,4.2,8.8,0,,0,0,0,0,0,2,28.3,0,0,0,0
976,Robert Covington,Hou,F,29.83,12,31.6,65.7,13,10.9,7,0.857,27,68,11.2,5,8.8,1.4,2.5,1.08,1
977,Torrey Craig,Den,F,29.81,19,19.8,41.2,11.3,9.7,13,0.692,36,42,4.5,3.3,9.8,0.7,0.37,0.37,0.47
978,Jae Crowder,Mia,F,30.27,21,31.4,65.5,16.2,6.3,46,0.761,40,161,12,5.6,10.2,1.9,0.67,0.57,0.71
979,Seth Curry,Dal,G,30.14,6,28.8,60,15.7,12.7,5,1,32,21,12.8,1.8,3.5,1.3,1,0,1.33
980,Troy Daniels,Den,F,29.24,6,5,10.5,19.4,0,2,0.5,6,6,2.7,0.5,5.9,0.3,0,0,0
981,Anthony Davis,Lal,F-C,27.59,21,36.6,76.3,27.8,10.8,179,0.832,299,60,27.7,9.7,15.6,3.5,1.24,1.43,2.52
982,Terence Davis,Tor,G,23.41,6,14,29.1,20,15.8,7,1,10,19,7.2,2.2,8.4,1.2,0.17,0,1
983,Hamidou Diallo,Okc,G,22.2,3,8.4,17.6,27.4,12.4,7,0.571,6,5,4.3,2,12.4,0.3,0,0.67,0.67
984,Donte DiVincenzo,Mil,G,23.7,10,16.5,34.4,18.2,14.3,20,0.65,30,21,6.6,3.2,10.4,1.2,0.7,0.3,1
985,Luka Doncic,Dal,G-F,21.62,6,35.8,74.5,37.5,16.6,64,0.656,84,44,31,9.8,15,8.7,1.17,0.5,5.17
986,Luguentz Dort,Okc,G,21.48,6,29.2,60.7,24.1,15.4,15,0.533,26,50,12.5,3.7,6.6,1,0.33,1,2.5
987,PJ Dozier,Den,G-F,23.96,12,10.4,21.7,17.2,17,14,0.571,25,8,3.2,1.5,8.6,1,0.17,0.17,0.67
988,Goran Dragic,Mia,G,34.44,17,32.5,67.8,27.4,11.7,61,0.803,161,107,19.1,4.1,7.2,4.4,1,0.12,2.29
989,Jared Dudley,Lal,F,35.26,9,3.4,7.1,8.5,33.3,0,0,1,3,0,0.2,3.8,0,0.44,0.11,0.22
990,Carsen Edwards,Bos,G,22.59,1,3.5,7.3,0,,0,0,0,0,0,1,16,0,0,0,0
991,Joel Embiid,Phi,C-F,26.58,4,36.2,75.3,34.6,13,59,0.814,58,16,30,12.3,18.2,1.3,1.5,1.25,3.75
992,James Ennis III,Orl,F,30.28,5,23.8,49.6,16.1,13.3,9,0.778,19,16,7,5.8,12.5,1.2,1,0.4,1.2
993,Tacko Fall,Bos,C,24.84,2,1.4,2.9,30,0,2,0.5,1,0,1.5,0.5,20.1,0,0,0,0
994,Terrance Ferguson,Okc,G,22.41,4,10.4,21.7,12.4,8.3,0,0,1,10,1.5,1,5,0.3,0.25,0,0.25
995,Dorian Finney-Smith,Dal,F,27.44,6,31.8,66.2,14.3,14.2,5,0.8,22,30,10.2,5.7,9.7,3.2,1.17,0.5,1.5
996,Evan Fournier,Orl,G-F,27.95,5,34.1,71.1,18.4,12.2,17,0.706,22,35,12.8,4,6,2.6,1.2,0.6,1.8
997,Michael Frazier,Hou,G,26.6,4,2.9,6,19.5,20,0,0,2,2,0.8,1,19.4,0.5,0,0,0.25
998,Markelle Fultz,Orl,G,22.37,5,29.3,61.1,22.1,17.1,7,0.857,44,16,12,2.2,3.8,5.2,1,0.6,2.6
999,Wenyen Gabriel,Por,F,23.55,4,13.3,27.8,16.3,23.9,2,0.5,10,5,5.3,2.5,9.9,1,0.5,0.5,1.25
1000,Danilo Gallinari,Okc,F,32.18,7,30.3,63,21.8,14,30,0.967,42,37,15,5.4,9.4,1,0.71,0.14,2.14
1001,Marc Gasol,Tor,C,35.7,11,20.7,43.1,16.8,18.5,15,0.733,37,27,6,4.4,11.4,2.6,0.45,0.64,1.45
1002,Paul George,Lac,F,30.45,13,36.8,76.7,26.1,14,55,0.909,110,111,20.2,6.1,9.2,3.8,1.46,0.54,3.08
1003,Shai Gilgeous-Alexander,Okc,G-F,22.25,7,39.9,83,17.8,13,23,0.957,55,35,16.3,5.3,6.9,4.1,1,0.43,2.14
1004,Rudy Gobert,Uta,C,28.29,7,38.6,80.4,17.6,8.9,42,0.524,74,0,16.9,11.4,17.3,1.1,0.57,1.43,1.29
1005,Eric Gordon,Hou,G,31.8,12,34.1,71.1,23.8,11,40,0.875,86,90,17.3,2.7,4.4,3,0.83,0.58,2
1006,Jerami Grant,Den,F,26.59,19,34.4,71.6,15.6,11.2,54,0.889,80,95,11.6,3.3,5.7,1.3,0.58,0.74,1.32
1007,Danny Green,Lal,G,33.31,21,25,52.1,15.7,6.4,15,0.667,55,115,8,3.1,7.4,1.2,0.95,0.76,0.57
1008,JaMychal Green,Lac,F-C,30.31,13,17.1,35.5,12.6,7.8,9,0.778,32,23,6.1,3.8,12.3,0.5,0.15,0.23,0.38
1009,Javonte Green,Bos,G-F,27.22,1,5.7,11.9,15.7,0,0,0,0,2,3,1,9.9,0,0,0,0
1010,Jeff Green,Hou,F,34.12,12,28.4,59.3,16.5,12,17,0.824,49,54,11.6,5,9.8,1.6,0.5,0.5,1.25
1011,Donta Hall,Bro,F,23.18,3,6.6,13.8,16.1,12.9,4,0.25,5,0,2.3,1.7,12.7,0,0,0.67,0.33
1012,Tim Hardaway Jr.,Dal,G,28.57,6,33.9,70.7,21.7,2.9,11,0.727,41,54,17.8,3.5,5.6,1.8,0.33,0,0.5
1013,James Harden,Hou,G,31.13,12,37.3,77.7,32.4,13.9,116,0.845,111,117,29.6,5.6,8.3,7.7,1.5,0.83,3.75
1014,Montrezl Harrell,Lac,F-C,26.71,13,18.7,39,22.3,9.7,68,0.603,77,5,10.5,2.9,8.7,0.4,0.38,0.54,0.92
1015,Gary Harris,Den,G,26.08,14,27.1,56.4,14.5,17.4,22,0.773,38,52,7.4,2,4.4,1.7,1.14,0.29,1.5
1016,Joe Harris,Bro,G-F,29.1,2,36.2,75.3,15.8,10.8,4,0.5,11,12,16.5,10.5,14.6,1,0.5,0,1.5
1017,Tobias Harris,Phi,F,28.24,4,37.2,77.4,21.5,5.5,19,0.789,46,15,15.8,9.8,14.1,4,0.5,0.25,1
1018,Gordon Hayward,Bos,F,30.56,5,31.4,65.5,17.2,11.6,8,0.875,26,24,10.8,4,7.1,2.8,1.4,0.4,1.4
1019,Tyler Herro,Mia,G,20.73,21,33.6,70.1,22,12.3,54,0.87,149,128,16,5,8.7,3.7,0.38,0.1,2
1020,Mario Hezonja,Por,F-G,25.63,5,13.6,28.3,16.4,11.2,4,0.75,15,7,4.6,3,11.6,1.2,0.6,0,0.6
1021,George Hill,Mil,G,34.44,10,26.8,55.9,15.1,16.9,26,0.808,39,28,9.5,2.4,4.8,3.1,0.6,0,1.6
1022,Solomon Hill,Mia,F,29.57,7,6,12.4,9.8,0,0,0,3,6,1.7,1,9.7,0.4,0.14,0,0
1023,Jaylen Hoard,Por,F,21.54,3,13.8,28.8,14.1,14.3,0,0,12,0,4.7,3,11.4,0.3,0,0,0.67
1024,Aaron Holiday,Ind,G,24.03,4,18,37.4,17.4,14.7,5,0.6,12,9,7.8,1.3,4.1,2.5,1,0,1
1025,Justin Holiday,Ind,F-G,31.52,4,32.8,68.3,8.9,11.8,3,0.333,5,16,7.3,3.8,6.7,0.8,1.5,1.25,0.75
1026,Rondae Hollis-Jefferson,Tor,F,25.77,5,7.7,16.1,16.6,6.9,8,0.75,9,1,2.8,2,14,0.6,0.4,0.2,0.2
1027,Al Horford,Phi,C-F,34.36,4,32.1,66.9,10.9,12.5,7,0.571,21,4,7,7.3,12.1,2.3,0.25,1.25,1
1028,Talen Horton-Tucker,Lal,G,19.88,2,8.5,17.6,30.9,0,0,0,7,5,7,2.5,17.5,0,1,0,0
1029,Danuel House Jr.,Hou,F-G,27.35,9,31,64.6,15.7,7.2,13,0.769,32,53,11.4,5.8,10.4,1.4,0.89,0,0.78
1030,Dwight Howard,Lal,C-F,34.84,18,15.7,32.6,14.3,17.2,45,0.556,55,2,5.8,4.6,17.4,0.5,0.44,0.44,0.89
1031,Serge Ibaka,Tor,F,31.07,11,22.9,47.6,22.5,9.4,14,1,65,45,14.8,7.7,18.2,1.2,0.18,1.27,1.09
1032,Andre Iguodala,Mia,G-F,36.7,21,19.5,40.6,9.1,17.1,7,0.714,26,39,3.8,2.6,7.6,1.5,0.81,0.62,0.67
1033,Ersan Ilyasova,Mil,F,33.41,3,7.8,16.3,20,9.2,2,1,4,5,3,1.3,9.2,0,0.67,0,0.33
1034,Joe Ingles,Uta,F-G,33.03,7,33.5,69.7,12.1,6.6,6,1,14,40,9.1,3.4,6,4.7,0.57,0.14,0.57
1035,Wes Iwundu,Orl,F,25.81,5,15.2,31.6,14.9,11.3,8,0.625,13,7,4.2,2.2,7.4,0.8,0.6,0.4,0.6
1036,Justin Jackson,Dal,F,25.54,3,5.3,11,21,0,4,0.5,3,3,1.3,1,10.3,0,0,0,0
1037,Reggie Jackson,Lac,G,30.49,12,14.2,29.5,13.7,9.4,0,0,16,32,4.9,1.8,6.9,0.9,0.17,0.08,0.42
1038,LeBron James,Lal,F,35.78,21,36.3,75.6,30.4,15.8,150,0.72,263,119,27.6,10.8,17.5,8.8,1.19,0.86,4
1039,Alize Johnson,Ind,F,24.47,1,0.2,0.4,0,,0,0,0,0,0,0,0,0,0,0,0
1040,BJ Johnson,Orl,F,24.81,1,3.6,7.5,23.7,0,0,0,1,1,3,2,28.5,0,0,0,0
1041,Stanley Johnson,Tor,F-G,24.37,3,6.7,14,27.2,8,1,1,6,5,4.3,1.3,10.7,2,0,0,0.33
1042,Tyler Johnson,Bro,G,28.43,4,23.2,48.3,22.2,6,2,1,18,28,13.8,1.8,3.8,2.3,0,0.25,0.75
1043,Nikola Jokic,Den,C,25.64,19,36.5,76.1,28.9,14.1,79,0.835,245,98,24.4,9.8,16,5.7,1.05,0.79,3.26
1044,Derrick Jones Jr.,Mia,F,23.66,15,6.5,13.4,9.9,9.4,5,0.4,8,9,1.5,0.9,7.7,0.5,0.4,0.33,0.13
1045,Enes Kanter,Bos,C,28.39,10,10.3,21.4,21.9,7.9,10,0.5,41,1,5,4.3,23.6,0.7,0,0,0.4
1046,Michael Kidd-Gilchrist,Dal,F,27.04,6,9.2,19.1,13.8,5.7,6,0.667,5,9,2.3,1,6,0.5,0.17,0.17,0.17
1047,Maxi Kleber,Dal,F,28.7,6,33.9,70.6,10.2,8.3,12,0.75,13,26,6.7,6.5,10.5,1.5,0.33,1.17,0.67
1048,Furkan Korkmaz,Phi,G-F,23.22,4,10.1,21,12.1,17.9,5,0.6,1,6,0.8,1.5,8,0.5,0.25,0,0.5
1049,Kyle Korver,Mil,G-F,39.57,10,11.9,24.8,20,9.1,7,1,10,37,6.2,0.9,4.1,0.1,0.2,0.2,0.5
1050,Rodions Kurucs,Bro,F,22.68,4,14.6,30.4,16.8,12.6,2,0,12,8,5.5,3.3,11.2,0.8,0.25,0.5,0.75
1051,Kyle Kuzma,Lal,F,25.22,21,23,48,19.5,9.7,37,0.784,96,83,10,3.1,7.9,0.8,0.29,0.33,1
1052,Romeo Langford,Bos,G-F,20.97,7,6.5,13.6,12.5,15.5,2,0.5,8,2,1.4,0.4,3.7,0.3,0.14,0,0.29
1053,Vic Law,Orl,F,24.81,1,3.6,7.5,11.9,0,0,0,0,1,3,2,28.5,1,0,0,0
1054,Kawhi Leonard,Lac,F,29.29,13,39.3,81.9,29.4,9.6,94,0.862,195,73,28.2,9.3,13.2,5.5,2.31,0.85,2.54
1055,Meyers Leonard,Mia,C,28.62,3,10.3,21.4,13.1,0,2,1,4,4,4.7,0.3,1.9,1,0.33,0,0
1056,Caris LeVert,Bro,G,26.13,4,34.9,72.7,28.6,13.4,25,0.72,52,21,20.3,5.8,8.3,9.5,1.25,0.25,3.25
1057,Damian Lillard,Por,G,30.24,4,35.7,74.3,27,15.1,33,0.97,31,33,24.3,3.5,5.2,4.3,0.5,0.25,3.5
1058,Brook Lopez,Mil,C,32.53,10,32.8,68.3,17.7,8.9,20,0.75,61,53,15.8,5.5,9,0.5,1,1.3,1.2
1059,Robin Lopez,Mil,C,32.53,3,6.9,14.3,8.4,0,0,0,4,0,2,1.3,10.4,0,0,0,0
1060,Kyle Lowry,Tor,G,34.55,11,37.6,78.2,21.6,13.8,60,0.8,76,72,17.7,6.5,9.4,5.8,1.73,0.73,2.55
1061,Timothe Luwawu-Cabarrot,Bro,G-F,25.43,4,32.9,68.4,22.7,11.1,12,0.917,20,39,16,3.8,5.8,1.5,0.75,0,2
1062,Terance Mann,Lac,G-F,23.98,13,2.1,4.4,11.2,28.6,0,0,3,2,0.3,0.5,14.3,0.1,0.08,0,0.15
1063,Boban Marjanovic,Dal,C,32.16,6,13.7,28.5,19.4,8.1,9,0.778,29,1,6.8,5.8,23.3,0.8,0,0.33,0.5
1064,Jeremiah Martin,Bro,G,24.31,3,9,18.7,25.2,12.2,1,1,9,5,4,1,5.6,1.3,0,0.33,0.67
1065,Frank Mason,Mil,G,26.53,2,1.1,2.2,0,,0,0,0,0,0,0,0,0.5,0,0,0
1066,Wesley Matthews,Mil,G,34,10,24.6,51.3,12,10.2,10,0.7,14,43,7.2,1.8,3.9,0.9,0.9,0.4,0.7
1067,CJ McCollum,Por,G,29.06,5,39.2,81.8,26.3,12.1,22,0.682,64,35,23.2,5.8,7.8,3.2,1.2,0.4,3
1068,T.J. McConnell,Ind,G,28.55,3,9.3,19.4,17.9,18.4,2,0.5,8,0,2.3,2,12.5,2.3,0,0,0.67
1069,Doug McDermott,Ind,F,28.77,4,13.6,28.3,13.5,6.3,0,0,5,10,2.5,0.8,3.2,0.3,0.25,0,0.25
1070,JaVale McGee,Lal,C-F,32.73,14,9.7,20.1,13.5,21.5,2,0.5,30,2,2.9,3.1,19.2,0.5,0.14,0.71,0.64
1071,Rodney McGruder,Lac,G,29.21,5,3.1,6.5,14,0,0,0,2,3,1.6,0.8,14.2,0.4,0,0,0
1072,Ben McLemore,Hou,G,27.67,11,11.8,24.5,14.9,7,0,0,4,36,4,1,4.7,0.5,0.36,0,0.27
1073,Khris Middleton,Mil,F,29.17,10,35.5,74,28.4,14.5,46,0.826,115,65,20.3,6.9,10.4,6,1.1,0.2,3.4
1074,Malcolm Miller,Tor,G-F,27.6,1,5.3,11,25,0,0,0,2,1,3,0,0,0,0,0,0
1075,Paul Millsap,Den,F,35.67,19,24.2,50.4,16.5,15,54,0.796,74,44,8,4.7,11.5,1.2,0.63,0.47,1.32
1076,Shake Milton,Phi,G-F,24.04,4,31.5,65.6,18.3,11.3,7,0.857,19,25,14.5,3.3,5.5,2.8,0.5,0,1.5
1077,Donovan Mitchell,Uta,G,24.09,7,37.7,78.5,37.5,13.7,58,0.948,93,64,36.3,5,7.8,4.9,1,0.29,4.14
1078,Juwan Morgan,Uta,F,23.49,7,12.3,25.7,8.5,6.4,6,0.333,2,10,1.4,3,14.2,0.7,0.29,0,0.14
1079,Marcus Morris Sr.,Lac,F,31.11,13,29.9,62.2,14.2,7.1,14,0.929,52,59,11.8,4.8,9,1.6,0.85,0.08,0.69
1080,Markieff Morris,Lal,F,31.11,21,18.4,38.2,13.4,14.3,9,0.778,29,69,5.9,3,9.8,1,0.29,0.14,0.81
1081,Monte Morris,Den,G,25.29,19,21.4,44.5,17.7,6.3,34,0.824,93,40,9.1,1.5,4.3,2.7,0.63,0.11,0.53
1082,Emmanuel Mudiay,Uta,G,24.6,3,11.3,23.5,22,6.3,2,0.5,11,3,4.3,2,10.4,0.7,0,0.33,0.33
1083,Jamal Murray,Den,G,23.63,19,39.6,82.6,27.6,11.6,78,0.897,231,137,26.5,4.8,7.3,6.6,0.95,0.32,2.79
1084,Dzanan Musa,Bro,G-F,21.43,3,13.1,27.4,21.1,14.9,14,0.714,5,6,4.7,1,3.8,1.3,0,0.33,1
1085,Mike Muscala,Okc,F-C,29.28,2,9.9,20.6,4.4,0,0,0,1,1,1.5,2,10.6,0.5,0,0,0
1086,Abdel Nader,Okc,F,27.05,3,8.5,17.6,13.4,0,2,0.5,2,5,1.3,1,6.2,0,0.33,0.67,0
1087,Raul Neto,Phi,G,28.4,2,12.9,26.9,16.9,10,0,0,4,5,4,1.5,6.2,1.5,0.5,0,0.5
1088,Georges Niang,Uta,F,27.32,7,16.3,34,19.2,4.3,2,1,15,29,8.3,2.1,7.7,0.6,0,0.14,0.29
1089,Joakim Noah,Lac,F-C,35.63,2,1,2,0,,0,0,0,0,0,0,0,0,0,0,0
1090,Nerlens Noel,Okc,C-F,26.51,7,13.9,28.9,10.4,8.5,10,0.5,16,1,3,4.1,15.6,0.4,0.29,0.71,0.29
1091,Kendrick Nunn,Mia,G,25.19,15,15.9,33.2,20.4,11.2,8,1,49,43,6.1,2.1,7.7,1.3,0.2,0.2,0.8
1092,Jusuf Nurkic,Por,C,26.14,5,32.3,67.2,20.7,16.2,23,0.783,46,11,14.2,10.6,17.3,3.6,1.4,0.2,2.6
1093,Semi Ojeleye,Bos,F,25.85,13,9.4,19.6,10.9,3.3,2,1,5,23,1.6,0.9,5.5,0.1,0.23,0,0.08
1094,Victor Oladipo,Ind,G,28.44,4,30.6,63.8,28.9,18.2,16,0.938,23,33,17.8,3.3,6.2,2.5,2.25,0,3.5
1095,Kelly Olynyk,Mia,C,29.48,17,15.2,31.7,21.1,10.8,28,0.821,46,49,7.6,4.6,17.6,1.1,0.24,0.47,0.76
1096,Royce O'Neale,Uta,F,27.35,7,35.5,74,9,27.3,6,0.5,10,22,5.6,5.4,9,2.7,1.29,0.29,1.86
1097,Miye Oni,Uta,G-F,23.19,2,7,14.6,23.4,14.3,0,0,2,4,3.5,2,16.7,0,0.5,0.5,0.5
1098,Kyle O'Quinn,Phi,C-F,30.55,1,5.7,11.9,15.3,100,0,0,0,0,0,1,9.4,1,0,0,2
1099,Patrick Patterson,Lac,F,31.58,2,4.9,10.1,13.5,0,0,0,0,3,4.5,0.5,5.7,2,0,0,0
1100,Chris Paul,Okc,G,35.44,7,37.3,77.7,24.2,15.7,26,0.885,69,43,21.3,7.4,10.4,5.3,1.57,0.43,3.29
1101,Norvel Pelle,Phi,F,27.69,1,6.5,13.5,0,,0,0,0,0,0,0,0,0,1,1,0
1102,Mason Plumlee,Den,F-C,30.61,19,10.9,22.6,12.2,19.9,12,0.667,38,1,2.4,3.2,17.6,1.3,0.21,0.42,0.58
1103,Vincent Poirier,Bos,C-F,26.96,1,1.8,3.8,0,,0,0,0,0,0,0,0,1,1,0,0
1104,Michael Porter Jr.,Den,F,22.29,19,23.7,49.5,20.6,12.2,35,0.743,75,89,11.4,6.7,16.7,0.8,0.68,0.32,1.32
1105,Kristaps Porzingis,Dal,F-C,25.2,3,31.5,65.6,24.2,5.6,23,0.87,23,17,23.7,8.7,15,0.7,0,1,1
1106,Norman Powell,Tor,G,27.38,11,24.8,51.7,20.6,8.6,29,0.793,52,52,13.4,2.4,5.1,1,0.55,0.27,1
1107,Josh Reaves,Dal,G-F,23.36,2,4.6,9.5,23.1,20.5,2,1,2,1,2,1,12,0.5,0,0.5,0.5
1108,Josh Richardson,Phi,G,27.07,4,36.1,75.1,21.7,11.1,18,0.944,28,28,16.8,3.8,5.6,3.3,0.5,0.5,2
1109,Austin Rivers,Hou,G,28.2,12,17.6,36.6,15.9,10.7,13,0.769,26,35,4.8,2.5,7.9,1.3,0.58,0.08,0.67
1110,Andre Roberson,Okc,G-F,28.86,1,3.4,7.1,12.7,0,0,0,0,1,0,0,0,0,0,0,0
1111,Duncan Robinson,Mia,F,26.47,21,28.6,59.5,15.8,7.7,38,0.868,20,156,11.7,2.8,5.6,1.8,0.67,0.29,0.76
1112,Rajon Rondo,Lal,G,34.64,16,24.7,51.5,18,20.8,19,0.684,71,50,8.9,4.3,10.3,6.6,1.44,0.13,2.13
1113,Terrence Ross,Orl,G-F,29.68,5,27,56.3,24.7,10.2,14,0.857,34,30,16.4,4.4,8.4,1,0.8,0.2,1.6
1114,JaKarr Sampson,Ind,F,27.56,4,12.5,25.9,16.6,11.1,0,0,16,0,5,3.3,15.3,1,0.5,0,0.5
1115,Dennis Schroder,Okc,G,27.07,7,32.4,67.5,26,12.4,25,0.8,64,45,17.3,3.7,6,3.6,0.57,0.14,2.43
1116,Mike Scott,Phi,F,32.24,4,5,10.4,14.8,0,4,1,3,2,1.5,2,21.6,0.3,0,0,0
1117,Landry Shamet,Lac,G,23.58,13,18.7,39,13.5,17.3,7,0.714,17,42,5.2,1.7,5,1.3,0.46,0.23,1
1118,Pascal Siakam,Tor,F,26.53,11,38,79.2,23.6,9.8,46,0.717,129,53,17,7.5,10.7,3.8,1.09,0.36,2
1119,Anfernee Simons,Por,G,21.35,4,20.5,42.7,16.6,12.3,6,0.833,12,14,6.8,2.8,7.1,2.5,1.5,0,1
1120,Marcus Smart,Bos,G,26.6,17,38.1,79.4,18.4,16.8,56,0.875,75,123,14.5,5.2,7.7,4.6,1.24,0.47,2.65
1121,JR Smith,Lal,G,35.09,10,7.5,15.6,19.2,21.2,0,0,4,22,2,0.3,2.4,0.3,0.2,0,0.7
1122,Edmond Sumner,Ind,G,24.78,3,13.5,28.1,11.2,20.2,2,1,4,3,2,2,8.7,0,0,0,0.67
1123,Jayson Tatum,Bos,F-G,22.61,17,40.6,84.6,28.2,11,123,0.813,208,126,25.7,10,13.8,5,1,1.18,2.82
1124,Garrett Temple,Bro,G-F,34.43,4,34.3,71.5,17.3,10.4,6,0.833,13,36,12,2.8,4,2,0.75,0.25,1.5
1125,Daniel Theis,Bos,F,28.52,17,28.3,59.1,13.6,10.2,33,0.788,91,26,8.9,7.1,14.1,1.5,0.35,1.24,0.88
1126,Lance Thomas,Bro,F,32.47,3,5.7,11.9,16.2,0,4,0.5,3,2,1.3,1,8.8,0,0,0.33,0
1127,Matt Thomas,Tor,G,26.19,10,8.4,17.5,11.5,4.5,0,0,9,12,3.1,1.4,9,0.7,0.1,0.1,0.1
1128,Matisse Thybulle,Phi,G-F,23.61,4,18.9,39.3,5.2,22.2,0,0,3,4,1.8,1.8,5,0.5,0.75,0.25,0.5
1129,Gary Trent Jr.,Por,G-F,21.73,5,30.6,63.7,14.5,9.4,7,0.857,21,24,9.6,2,3.4,0.6,0.8,0,1
1130,P.J. Tucker,Hou,F,35.44,12,34.5,71.9,10.8,12,0,0,21,67,7.9,7.2,11.6,1.4,1.08,0.25,1
1131,Rayjon Tucker,Uta,G,23.05,2,5.6,11.6,25.3,16.7,0,0,2,3,2.5,0,0,0,0,0,0.5
1132,Myles Turner,Ind,C-F,24.55,4,36.4,75.8,19,15,16,0.438,30,14,15.8,10.8,17.3,0.8,0.5,4,2.25
1133,Fred VanVleet,Tor,G,26.63,11,39.1,81.4,22.9,9.9,25,0.84,80,110,19.6,4.4,6,6.9,1.64,0.64,2
1134,Gabe Vincent,Mia,G,24.33,1,0.3,0.6,0,,0,0,0,0,0,0,0,0,0,0,0
1135,Noah Vonleh,Den,F,25.13,1,3.1,6.5,14.7,0,0,0,1,0,0,0,0,0,0,0,0
1136,Nikola Vucevic,Orl,C,29.97,5,36.9,77,29.8,10.1,11,0.909,67,44,28,11,15.3,4,0.8,0.6,2.6
1137,Dion Waiters,Lal,G,28.84,5,7.6,15.8,16,7.2,2,1,8,4,2,0.4,3.1,0.4,0.2,0.2,0.2
1138,Kemba Walker,Bos,G,30.43,17,36.9,76.9,23,9.9,81,0.852,130,126,19.6,4.1,6.2,5.1,0.88,0.41,1.88
1139,Brad Wanamaker,Bos,G,31.22,17,16,33.4,13.9,21.2,16,0.875,33,27,4.9,2,7,1.8,0.71,0.29,1.06
1140,T.J. Warren,Ind,F,27.1,4,39.1,81.4,24.4,13.3,9,1,49,19,20,6.3,9.4,3,2.25,0.25,2.75
1141,Tremont Waters,Bos,G,22.75,1,2.4,5,18.6,0,0,0,0,1,0,1,23.4,1,0,0,0
1142,Paul Watson,Tor,G,25.78,2,4.4,9.1,10.1,0,0,0,2,0,1,0,0,0.5,0.5,0,0
1143,Russell Westbrook,Hou,G,31.91,8,32.7,68.2,31.5,16.3,32,0.531,107,33,17.9,7,11.9,4.6,1.5,0.25,3.75
1144,Hassan Whiteside,Por,C,31.33,5,21.2,44.2,14.2,16.6,14,0.5,23,1,6.8,7,17.4,0.4,0.2,2,1.2
1145,Robert Williams III,Bos,C-F,22.99,13,11.5,23.9,12.2,17.2,6,0.333,30,1,3.7,3.9,19.2,0.8,0.23,0.46,0.54
1146,Nigel Williams-Goss,Uta,G,26.07,1,2.4,5,0,,0,0,0,0,0,0,0,1,0,0,0
1147,Grant Williams,Bos,F,21.87,17,10,20.8,9.1,11.6,10,0.7,9,17,2.8,1.5,8.6,0.4,0.12,0.29,0.24
1148,Lou Williams,Lac,G,33.96,13,26.2,54.7,23.5,11.5,37,0.811,95,51,12.8,3.2,6.7,4.2,0.69,0.15,1.62
1149,Marvin Williams,Mil,F,34.32,10,17.9,37.2,12.4,5.8,3,1,24,23,5.5,4.8,14.4,0.9,0.5,0.3,0.3
